schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B023-Q001,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,"Pour indiquer seulement la profession de Camille, complétez selon le modèle de la leçon : « Camille est ___ . »",fr-FR,médecin,une médecin,la médecin,un médecin,fr-FR,A,"Après « être », une profession employée comme simple caractéristique se construit normalement sans article : « Camille est médecin ».","Correct : Après « être », une profession employée comme simple caractéristique se construit normalement sans article : « Camille est médecin ».",Incorrect : l’article indéfini n’est pas attendu dans la simple indication neutre de profession visée ici.,Incorrect : l’article défini transforme le groupe en nom déterminé et ne correspond pas à la simple profession demandée.,Incorrect : l’article indéfini nominalise la profession alors que le stem demande le modèle attributif sans article.,fr-FR,,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,ecd77677-4c8b-59ba-b750-fa7c3886c036,ee55b8af-f3ef-525d-806b-a3b48b29d618,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q002,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,"La précision « généraliste » indique une catégorie professionnelle, pas une appréciation. Complétez : « Marc est ___ généraliste. »",fr-FR,un médecin,médecin,le médecin,un bon médecin,fr-FR,B,Une précision de catégorie professionnelle peut rester sans article : « Marc est médecin généraliste ».,Incorrect : « un médecin généraliste » est un groupe nominal déterminé ; le modèle demandé après « est » est ici la catégorie professionnelle sans article.,Correct : Une précision de catégorie professionnelle peut rester sans article : « Marc est médecin généraliste ».,"Incorrect : l’article défini ferait de « médecin généraliste » un groupe identifié, ce que le contexte ne demande pas.",Incorrect : « bon » introduit une appréciation qualitative différente de la simple catégorie « généraliste ».,fr-FR,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,,ecd77677-4c8b-59ba-b750-fa7c3886c036,ee55b8af-f3ef-525d-806b-a3b48b29d618,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q003,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,On veut porter une appréciation qualitative sur la qualité d’enseignant de M. Leroy. Complétez : « M. Leroy est ___ . »,fr-FR,professeur,excellent professeur,un excellent professeur,professeur d’anglais,fr-FR,C,"Quand la profession est qualifiée par une appréciation (« excellent »), la leçon fait apparaître un article : « un excellent professeur ».",Incorrect : cette forme indique seulement la profession et supprime l’appréciation qualitative demandée.,"Incorrect : avec cette qualification qualitative, l’absence d’article ne suit pas le modèle présenté dans la leçon.","Correct : Quand la profession est qualifiée par une appréciation (« excellent »), la leçon fait apparaître un article : « un excellent professeur ».","Incorrect : cette précision indique une catégorie/spécialité, pas la qualité professionnelle demandée.",fr-FR,ecd77677-4c8b-59ba-b750-fa7c3886c036,ee55b8af-f3ef-525d-806b-a3b48b29d618,,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q004,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,"Selon le contraste de la leçon, on précise la catégorie professionnelle de Sofia sans jugement de valeur : « Sofia est ___ . »",fr-FR,un médecin généraliste,un bon médecin,le médecin généraliste,médecin généraliste,fr-FR,D,"« médecin généraliste » nomme une catégorie professionnelle ; dans ce modèle attributif, l’article reste absent.",Incorrect : l’article transforme la profession en groupe nominal déterminé alors que le stem exige le modèle de catégorie sans article.,"Incorrect : cette option exprime une appréciation de qualité, non la catégorie professionnelle demandée.",Incorrect : l’article défini identifie un individu particulier et ne correspond pas à la simple catégorie.,"Correct : « médecin généraliste » nomme une catégorie professionnelle ; dans ce modèle attributif, l’article reste absent.",fr-FR,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,ee55b8af-f3ef-525d-806b-a3b48b29d618,ecd77677-4c8b-59ba-b750-fa7c3886c036,,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q005,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,"On exprime la nationalité de Karim comme une caractéristique, sur le même modèle que les professions et religions de la leçon. Complétez : « Karim est ___ . »",fr-FR,marocain,un Marocain,le Marocain,du Maroc,fr-FR,A,La nationalité employée comme caractéristique après « être » se comporte ici comme un adjectif et s’emploie sans article : « Karim est marocain ».,Correct : La nationalité employée comme caractéristique après « être » se comporte ici comme un adjectif et s’emploie sans article : « Karim est marocain ».,Incorrect : cette forme nominale avec article ne correspond pas au modèle adjectival explicitement demandé.,Incorrect : l’article défini désigne un individu identifié et change la fonction visée.,"Incorrect : cette expression indique l’origine avec une préposition, pas la construction attributive de nationalité demandée.",fr-FR,,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,ecd77677-4c8b-59ba-b750-fa7c3886c036,ee55b8af-f3ef-525d-806b-a3b48b29d618,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q006,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,"Deux formulations sont possibles selon le sens. Ici, « généraliste » classe Paul dans une spécialité et n’évalue pas sa compétence. Complétez strictement selon la distinction de la leçon : « Paul est ___ . »",fr-FR,un médecin généraliste,médecin généraliste,un excellent médecin,le bon médecin,fr-FR,B,"La précision est catégorielle : la profession reste sans article, contrairement à une appréciation comme « un bon médecin ».",Incorrect : cette option introduit un groupe nominal avec article au lieu du modèle attributif de catégorie demandé.,"Correct : La précision est catégorielle : la profession reste sans article, contrairement à une appréciation comme « un bon médecin ».",Incorrect : « excellent » apporte précisément le jugement qualitatif que le contexte exclut.,Incorrect : l’article défini et l’adjectif qualitatif cumulent une identification et une appréciation absentes du sens visé.,fr-FR,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,,ee55b8af-f3ef-525d-806b-a3b48b29d618,ecd77677-4c8b-59ba-b750-fa7c3886c036,VERY_HARD,3.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q007,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,48fc3ef7-585c-4558-8eb3-198bc875b4e6,L05-S01,,CLOZE_CONTEXT,"À l’accueil, on montre une femme que l’interlocuteur ne connaît pas : « Qui est cette femme ? — ___ ma nouvelle collègue, Lina. »",fr-FR,Il est,Ce sont,C’est,Elle est,fr-FR,C,"Pour identifier et présenter une personne au singulier devant un nom déterminé, on emploie « c’est ».",Incorrect : « il est » ne sert pas ici à introduire le nom déterminé « ma nouvelle collègue ».,"Incorrect : « ce sont » est pluriel, alors que la personne présentée est singulière.","Correct : Pour identifier et présenter une personne au singulier devant un nom déterminé, on emploie « c’est ».","Incorrect : « elle est » convient pour une description adjectivale d’un référent déjà identifié, pas pour cette présentation nominale.",fr-FR,caf583cb-6247-50c2-8d41-584f7f0cd095,8a9927de-290e-5db4-b8fb-326a0a39b231,,00242e04-0fa2-5d85-9006-c4f80ccab7e3,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 32; PDF p. 34; Stage1 L05-S01,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q008,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,4019d2c2-969c-49a2-8aa3-291a74baf594,L05-S02,,CLOZE_CONTEXT,"Tu connais déjà ce café. Ton ami demande comment il est : « Oui, je le connais. ___ petit, mais très agréable. »",fr-FR,C’est,Elle est,Ce sont,Il est,fr-FR,D,Le café est un référent masculin singulier déjà identifié ; « il est + adjectif » le décrit directement.,"Incorrect : « c’est + adjectif » sert ici au commentaire global, tandis que le contexte demande la description du café précis.",Incorrect : le pronom ne correspond pas au genre du référent « café ».,Incorrect : la forme plurielle ne peut pas reprendre ce référent singulier.,Correct : Le café est un référent masculin singulier déjà identifié ; « il est + adjectif » le décrit directement.,fr-FR,3b220364-8502-5bd1-8544-7931c9f03a08,2559aa11-55ba-50ae-beaf-1dbddb6cb52e,b38287d8-5699-5f7c-ab09-f5882d8f3c0a,,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 32; PDF p. 34; Stage1 L05-S02,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q009,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,84f75c42-d9c4-458e-8f6c-0203d4e6f8e6,L05-S04,,CLOZE_CONTEXT,"On parle de M. Bernard, puis on précise son lien avec le locuteur : « Tu connais M. Bernard ? — Oui, ___ mon voisin. » Selon le modèle de la leçon, choisissez la structure devant le nom déterminé.",fr-FR,C’est,Il est,Ce sont,Elle est,fr-FR,A,"Devant le groupe nominal déterminé « mon voisin », la leçon emploie « c’est ».","Correct : Devant le groupe nominal déterminé « mon voisin », la leçon emploie « c’est ».","Incorrect : la leçon réserve ici « il est » à l’adjectif ou à la profession sans article, pas à ce nom déterminé.",Incorrect : la forme est plurielle et ne correspond pas à M. Bernard.,Incorrect : le pronom féminin ne correspond ni au référent ni à la structure nominale visée.,fr-FR,,68a1fd0d-7915-5102-b28f-00a953ecf4f0,68585b71-2c2d-5040-af65-f2b04be67011,f1c90d6c-fbab-5fec-8725-506348092ee2,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S04,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q010,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,48fc3ef7-585c-4558-8eb3-198bc875b4e6,L05-S01,,CLOZE_CONTEXT,Deux personnes arrivent ensemble. On demande : « Qui sont ces personnes ? — ___ mes cousins de Montréal. »,fr-FR,C’est,Ce sont,Ils sont,Il est,fr-FR,B,"Pour identifier plusieurs personnes devant un groupe nominal pluriel, on emploie « ce sont ».",Incorrect : « c’est » est le modèle d’identification singulier ; ici le groupe « mes cousins » est pluriel.,"Correct : Pour identifier plusieurs personnes devant un groupe nominal pluriel, on emploie « ce sont ».",Incorrect : la construction de présentation avec un nom déterminé attend « ce sont » dans le cadre de la leçon.,Incorrect : la forme est singulière et ne peut pas présenter le groupe pluriel.,fr-FR,00242e04-0fa2-5d85-9006-c4f80ccab7e3,,caf583cb-6247-50c2-8d41-584f7f0cd095,8a9927de-290e-5db4-b8fb-326a0a39b231,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 32; PDF p. 34; Stage1 L05-S01,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
