schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B216-Q001,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,be5655fc-1793-4aea-9d26-21ea180a81a2,L48-S01,,CLOZE_SINGLE,"Quand nous ___ le rapport, nous le présenterons au comité. (terminer)",fr-FR,aurons terminé,terminerons,avons terminé,aurions terminé,fr-FR,A,Le futur antérieur marque ici l’action achevée avant la présentation future : « quand nous aurons terminé ».,Correct. Le futur antérieur marque ici l’action achevée avant la présentation future : « quand nous aurons terminé ».,"Incorrect. « terminerons » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « avons terminé » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « aurions terminé » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",fr-FR,,d55e2c4b-db3e-5d0f-8fdf-52f0e1ae7ab9,9f01c6c2-6abd-59d2-9d5f-7e80cf0c190a,3c9d9392-e9a8-5997-b145-76c05d06a893,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
question-import-schema-v0.9.0,GMP-FULL-B216-Q002,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,261fd0e7-6ee8-4916-aa81-07ff7b635708,L48-S02,,CLOZE_SINGLE,"Demain soir, j’___ tous les courriels urgents. (répondre)",fr-FR,aurai répondu,avais répondu,aurais répondu,répondrai,fr-FR,A,Le futur antérieur se forme avec « avoir » au futur simple + participe passé : « j’aurai répondu ».,Correct. Le futur antérieur se forme avec « avoir » au futur simple + participe passé : « j’aurai répondu ».,"Incorrect. « avais répondu » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « aurais répondu » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « répondrai » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",fr-FR,,9f01c6c2-6abd-59d2-9d5f-7e80cf0c190a,3c9d9392-e9a8-5997-b145-76c05d06a893,f4f8f1e5-6130-5078-acba-709b80ea3759,MEDIUM,2.2,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
question-import-schema-v0.9.0,GMP-FULL-B216-Q003,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,261fd0e7-6ee8-4916-aa81-07ff7b635708,L48-S02,,CLOZE_SINGLE,"À midi, elles ___ du bureau. (partir)",fr-FR,partiront,étaient parties,auront parti,seront parties,fr-FR,D,"Avec « partir », l’auxiliaire est « être » : « elles seront parties » ; le participe passé s’accorde avec le sujet.","Incorrect. « partiront » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « étaient parties » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « auront parti » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Correct. Avec « partir », l’auxiliaire est « être » : « elles seront parties » ; le participe passé s’accorde avec le sujet.",fr-FR,f4f8f1e5-6130-5078-acba-709b80ea3759,9f01c6c2-6abd-59d2-9d5f-7e80cf0c190a,8a0a5e77-9f34-512f-b30e-bd611ce4517b,,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
question-import-schema-v0.9.0,GMP-FULL-B216-Q004,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,52a4dc69-09ec-418f-a951-1ed75534dbd3,L48-S03,,CLOZE_SINGLE,"Quand tu me rejoindras, j’___ dans le nouvel appartement. (déménager)",fr-FR,déménagerais,déménageais,aurai déménagé,vais déménager,fr-FR,C,"Dans le résumé des temps, le futur antérieur situe un changement déjà accompli avant un autre repère futur.","Incorrect. « déménagerais » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « déménageais » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Correct. Dans le résumé des temps, le futur antérieur situe un changement déjà accompli avant un autre repère futur.","Incorrect. « vais déménager » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",fr-FR,3c9d9392-e9a8-5997-b145-76c05d06a893,f4f8f1e5-6130-5078-acba-709b80ea3759,,9f01c6c2-6abd-59d2-9d5f-7e80cf0c190a,VERY_HARD,3.55,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
question-import-schema-v0.9.0,GMP-FULL-B216-Q005,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,be5655fc-1793-4aea-9d26-21ea180a81a2,L48-S01,,CLOZE_CONTEXT,"Le train partira à 18 h. Quand nous ___ à la gare, il sera encore temps de dîner. (arriver)",fr-FR,serons arrivés,arriverons,sommes arrivés,serions arrivés,fr-FR,A,Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,Correct. Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,"Incorrect. « arriverons » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « sommes arrivés » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « serions arrivés » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",fr-FR,,d55e2c4b-db3e-5d0f-8fdf-52f0e1ae7ab9,bde2a4cb-0654-5584-930b-b98af56a1b78,0544417f-f2cc-5c83-94dc-b975fc3feb27,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
question-import-schema-v0.9.0,GMP-FULL-B216-Q006,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,be5655fc-1793-4aea-9d26-21ea180a81a2,L48-S01,,CLOZE_CONTEXT,Je t’appellerai dès que j’___ la réponse officielle. (recevoir),fr-FR,aurai reçu,recevais,aurais reçu,recevrai,fr-FR,A,Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,Correct. Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,"Incorrect. « recevais » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « aurais reçu » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « recevrai » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",fr-FR,,bde2a4cb-0654-5584-930b-b98af56a1b78,0544417f-f2cc-5c83-94dc-b975fc3feb27,d55e2c4b-db3e-5d0f-8fdf-52f0e1ae7ab9,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
question-import-schema-v0.9.0,GMP-FULL-B216-Q007,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,be5655fc-1793-4aea-9d26-21ea180a81a2,L48-S01,,CLOZE_CONTEXT,Elle commencera le nouveau poste quand elle ___ sa formation. (finir),fr-FR,avait fini,finirait,finira,aura fini,fr-FR,D,Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,"Incorrect. « avait fini » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « finirait » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « finira » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",Correct. Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,fr-FR,bde2a4cb-0654-5584-930b-b98af56a1b78,0544417f-f2cc-5c83-94dc-b975fc3feb27,d55e2c4b-db3e-5d0f-8fdf-52f0e1ae7ab9,,MEDIUM,2.2,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
question-import-schema-v0.9.0,GMP-FULL-B216-Q008,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,be5655fc-1793-4aea-9d26-21ea180a81a2,L48-S01,,CLOZE_CONTEXT,Nous sortirons lorsque la réunion ___. (se terminer),fr-FR,se terminerait,se terminera,se sera terminée,s’est terminée,fr-FR,C,Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,"Incorrect. « se terminerait » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « se terminera » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",Correct. Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,"Incorrect. « s’est terminée » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",fr-FR,0544417f-f2cc-5c83-94dc-b975fc3feb27,d55e2c4b-db3e-5d0f-8fdf-52f0e1ae7ab9,,bde2a4cb-0654-5584-930b-b98af56a1b78,MEDIUM,2.2,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
question-import-schema-v0.9.0,GMP-FULL-B216-Q009,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,261fd0e7-6ee8-4916-aa81-07ff7b635708,L48-S02,,CLOZE_CONTEXT,"À cette heure demain, vous ___ le contrôle de sécurité. (passer)",fr-FR,aurez passé,passerez,aviez passé,auriez passé,fr-FR,A,Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,Correct. Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,"Incorrect. « passerez » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « aviez passé » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « auriez passé » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",fr-FR,,8a0a5e77-9f34-512f-b30e-bd611ce4517b,73cafa43-1ecb-5d54-b822-bfe46431c8b5,5c4c875d-ced1-5f9d-b7ce-06fa71861f37,MEDIUM,2.2,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
question-import-schema-v0.9.0,GMP-FULL-B216-Q010,1,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,L48,be5655fc-1793-4aea-9d26-21ea180a81a2,L48-S01,,CLOZE_CONTEXT,"Avant le départ, ils ___ leurs valises. (préparer)",fr-FR,auront préparé,avaient préparé,prépareraient,prépareront,fr-FR,A,Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,Correct. Le contexte exige le futur antérieur pour l’événement accompli avant un autre événement futur.,"Incorrect. « avaient préparé » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « prépareraient » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.","Incorrect. « prépareront » ne respecte pas la forme, le temps ou la relation chronologique ciblée par la leçon.",fr-FR,,73cafa43-1ecb-5d54-b822-bfe46431c8b5,5c4c875d-ced1-5f9d-b7ce-06fa71861f37,8a0a5e77-9f34-512f-b30e-bd611ce4517b,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 48; printed p. 228; PDF p. 230,chatgpt-qb-runner-v1.0,,future|temporal_reference,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v0.9
